mi,Erm/Sci,Scm/Po,Distance,X*,R*,u0*,u*,Ur,strain
10,88.915,0.2,-3,-0.6,2.77,0.220003398,0.120740425,0.030185106,0.603702123
10,88.915,0.2,-2,-0.4,2.77,0.220003398,0.147472688,0.036868172,0.737363438
10,88.915,0.2,-1,-0.2,2.77,0.220003398,0.180123547,0.045030887,0.900617737
10,88.915,0.2,0,0,2.77,0.220003398,0.220003398,0.055000849,1.100016988
10,88.915,0.2,1,0.2,2.77,0.220003398,0.300065811,0.075016453,1.500329056
10,88.915,0.2,2,0.4,2.77,0.220003398,0.371910253,0.092977563,1.859551265
10,88.915,0.2,3,0.6,2.77,0.220003398,0.436380253,0.109095063,2.181901266
10,88.915,0.2,4,0.8,2.77,0.220003398,0.494232758,0.12355819,2.47116379
10,88.915,0.2,5,1,2.77,0.220003398,0.546147018,0.136536754,2.730735088
10,88.915,0.2,6,1.2,2.77,0.220003398,0.592732561,0.14818314,2.963662803
10,88.915,0.2,7,1.4,2.77,0.220003398,0.634536351,0.158634088,3.172681753
10,88.915,0.2,8,1.6,2.77,0.220003398,0.672049209,0.168012302,3.360246043
10,88.915,0.2,9,1.8,2.77,0.220003398,0.705711576,0.176427894,3.528557878
10,88.915,0.2,10,2,2.77,0.220003398,0.735918684,0.183979671,3.679593418
10,88.915,0.2,11,2.2,2.77,0.220003398,0.763025196,0.190756299,3.81512598
10,88.915,0.2,12,2.4,2.77,0.220003398,0.787349372,0.196837343,3.93674686
10,88.915,0.2,13,2.6,2.77,0.220003398,0.809176804,0.202294201,4.045884019
10,88.915,0.2,14,2.8,2.77,0.220003398,0.828763768,0.207190942,4.14381884
10,88.915,0.2,15,3,2.77,0.220003398,0.846340237,0.211585059,4.231701185
10,88.915,0.2,16,3.2,2.77,0.220003398,0.862112577,0.215528144,4.310562884
10,88.915,0.2,17,3.4,2.77,0.220003398,0.876265972,0.219066493,4.381329858
10,88.915,0.2,18,3.6,2.77,0.220003398,0.888966597,0.222241649,4.444832987
10,88.915,0.2,19,3.8,2.77,0.220003398,0.900363573,0.225090893,4.501817865
10,88.915,0.2,20,4,2.77,0.220003398,0.910590711,0.227647678,4.552953555
10,88.915,0.2,21,4.2,2.77,0.220003398,0.919768089,0.229942022,4.598840443
10,88.915,0.2,22,4.4,2.77,0.220003398,0.928003458,0.232000865,4.640017292
10,88.915,0.2,23,4.6,2.77,0.220003398,0.935393512,0.233848378,4.676967562
10,88.915,0.2,24,4.8,2.77,0.220003398,0.942025017,0.235506254,4.710125086
10,88.915,0.2,25,5,2.77,0.220003398,0.947975834,0.236993959,4.739879171
10,88.915,0.2,26,5.2,2.77,0.220003398,0.953315832,0.238328958,4.766579161
10,88.915,0.2,27,5.4,2.77,0.220003398,0.958107708,0.239526927,4.790538542
10,88.915,0.2,28,5.6,2.77,0.220003398,0.962407725,0.240601931,4.812038623
10,88.915,0.2,29,5.8,2.77,0.220003398,0.966266367,0.241566592,4.831331837
10,88.915,0.2,30,6,2.77,0.220003398,0.969728942,0.242432235,4.848644708
10,88.915,0.2,31,6.2,2.77,0.220003398,0.972836101,0.243209025,4.864180506
10,88.915,0.2,32,6.4,2.77,0.220003398,0.975624328,0.243906082,4.878121639
10,88.915,0.2,33,6.6,2.77,0.220003398,0.978126358,0.24453159,4.890631791
10,88.915,0.2,34,6.8,2.77,0.220003398,0.980371569,0.245092892,4.901857843
10,88.915,0.2,35,7,2.77,0.220003398,0.98238632,0.24559658,4.911931602
10,88.915,0.2,36,7.2,2.77,0.220003398,0.984194269,0.246048567,4.920971345
10,88.915,0.2,37,7.4,2.77,0.220003398,0.985816641,0.24645416,4.929083207
10,88.915,0.2,38,7.6,2.77,0.220003398,0.987272486,0.246818122,4.936362431
10,88.915,0.2,39,7.8,2.77,0.220003398,0.988578896,0.247144724,4.942894481
10,88.915,0.2,40,8,2.77,0.220003398,0.989751211,0.247437803,4.948756053
10,88.915,0.2,41,8.2,2.77,0.220003398,0.990803193,0.247700798,4.954015965
10,88.915,0.2,42,8.4,2.77,0.220003398,0.991747195,0.247936799,4.958735977
10,88.915,0.2,43,8.6,2.77,0.220003398,0.992594301,0.248148575,4.962971504
10,88.915,0.2,44,8.8,2.77,0.220003398,0.993354456,0.248338614,4.966772278
10,88.915,0.2,45,9,2.77,0.220003398,0.994036585,0.248509146,4.970182923
10,88.915,0.2,46,9.2,2.77,0.220003398,0.994648697,0.248662174,4.973243484
10,88.915,0.2,47,9.4,2.77,0.220003398,0.995197979,0.248799495,4.975989895
10,88.915,0.2,48,9.6,2.77,0.220003398,0.99569088,0.24892272,4.978454402
10,88.915,0.2,49,9.8,2.77,0.220003398,0.996133188,0.249033297,4.980665941
10,88.915,0.2,50,10,2.77,0.220003398,0.996530095,0.249132524,4.982650477
10,88.915,0.2,51,10.2,2.77,0.220003398,0.996886262,0.249221566,4.984431311
10,88.915,0.2,52,10.4,2.77,0.220003398,0.99720587,0.249301468,4.986029352
10,88.915,0.2,53,10.6,2.77,0.220003398,0.997492673,0.249373168,4.987463364
10,88.915,0.2,54,10.8,2.77,0.220003398,0.997750036,0.249437509,4.988750181
10,88.915,0.2,55,11,2.77,0.220003398,0.997980983,0.249495246,4.989904914
10,88.915,0.2,56,11.2,2.77,0.220003398,0.998188224,0.249547056,4.99094112
10,88.915,0.2,57,11.4,2.77,0.220003398,0.998374193,0.249593548,4.991870965
10,88.915,0.2,58,11.6,2.77,0.220003398,0.998541073,0.249635268,4.992705366
10,88.915,0.2,59,11.8,2.77,0.220003398,0.998690824,0.249672706,4.99345412
10,88.915,0.2,60,12,2.77,0.220003398,0.998825204,0.249706301,4.994126019
10,88.915,0.2,61,12.2,2.77,0.220003398,0.99894579,0.249736448,4.994728952
10,88.915,0.2,62,12.4,2.77,0.220003398,0.999053999,0.2497635,4.995269996
10,88.915,0.2,63,12.6,2.77,0.220003398,0.999151101,0.249787775,4.995755505
10,88.915,0.2,64,12.8,2.77,0.220003398,0.999238236,0.249809559,4.99619118
10,88.915,0.2,65,13,2.77,0.220003398,0.999316427,0.249829107,4.996582134
10,88.915,0.2,66,13.2,2.77,0.220003398,0.999386592,0.249846648,4.99693296
10,88.915,0.2,67,13.4,2.77,0.220003398,0.999449555,0.249862389,4.997247775
10,88.915,0.2,68,13.6,2.77,0.220003398,0.999506055,0.249876514,4.997530276
10,88.915,0.2,69,13.8,2.77,0.220003398,0.999556756,0.249889189,4.997783779
10,88.915,0.2,70,14,2.77,0.220003398,0.999602252,0.249900563,4.998011262
10,88.915,0.2,71,14.2,2.77,0.220003398,0.999643079,0.24991077,4.998215396
10,88.915,0.2,72,14.4,2.77,0.220003398,0.999679715,0.249919929,4.998398576
10,88.915,0.2,73,14.6,2.77,0.220003398,0.999712591,0.249928148,4.998562953
10,88.915,0.2,74,14.8,2.77,0.220003398,0.999742092,0.249935523,4.998710458
10,88.915,0.2,75,15,2.77,0.220003398,0.999768565,0.249942141,4.998842823
10,88.915,0.3,-12,-2.4,2.15,0.241445311,0.021903424,0.002628411,0.052568219
10,88.915,0.3,-11,-2.2,2.15,0.241445311,0.026752903,0.003210348,0.064206967
10,88.915,0.3,-10,-2,2.15,0.241445311,0.032676069,0.003921128,0.078422567
10,88.915,0.3,-9,-1.8,2.15,0.241445311,0.039910641,0.004789277,0.095785539
10,88.915,0.3,-8,-1.6,2.15,0.241445311,0.048746967,0.005849636,0.116992722
10,88.915,0.3,-7,-1.4,2.15,0.241445311,0.059539681,0.007144762,0.142895233
10,88.915,0.3,-6,-1.2,2.15,0.241445311,0.07272193,0.008726632,0.174532632
10,88.915,0.3,-5,-1,2.15,0.241445311,0.088822766,0.010658732,0.213174638
10,88.915,0.3,-4,-0.8,2.15,0.241445311,0.108488371,0.013018605,0.260372091
10,88.915,0.3,-3,-0.6,2.15,0.241445311,0.132507996,0.01590096,0.31801919
10,88.915,0.3,-2,-0.4,2.15,0.241445311,0.161845632,0.019421476,0.388429516
10,88.915,0.3,-1,-0.2,2.15,0.241445311,0.197678701,0.023721444,0.474428882
10,88.915,0.3,0,0,2.15,0.241445311,0.241445311,0.028973437,0.579468745
10,88.915,0.3,1,0.2,2.15,0.241445311,0.340237439,0.040828493,0.816569853
10,88.915,0.3,2,0.4,2.15,0.241445311,0.426163145,0.051139577,1.022791549
10,88.915,0.3,3,0.6,2.15,0.241445311,0.500898118,0.060107774,1.202155483
10,88.915,0.3,4,0.8,2.15,0.241445311,0.565899809,0.067907977,1.358159541
10,88.915,0.3,5,1,2.15,0.241445311,0.622435853,0.074692302,1.493846048
10,88.915,0.3,6,1.2,2.15,0.241445311,0.671608795,0.080593055,1.611861108
10,88.915,0.3,7,1.4,2.15,0.241445311,0.714377585,0.08572531,1.714506203
10,88.915,0.3,8,1.6,2.15,0.241445311,0.751576282,0.090189154,1.803783077
10,88.915,0.3,9,1.8,2.15,0.241445311,0.783930321,0.094071638,1.88143277
10,88.915,0.3,10,2,2.15,0.241445311,0.812070656,0.097448479,1.948969575
10,88.915,0.3,11,2.2,2.15,0.241445311,0.83654607,0.100385528,2.007710568
10,88.915,0.3,12,2.4,2.15,0.241445311,0.857833871,0.102940065,2.058801291
10,88.915,0.3,13,2.6,2.15,0.241445311,0.876349207,0.105161905,2.103238096
10,88.915,0.3,14,2.8,2.15,0.241445311,0.892453154,0.107094379,2.14188757
10,88.915,0.3,15,3,2.15,0.241445311,0.906459767,0.108775172,2.175503441
10,88.915,0.3,16,3.2,2.15,0.241445311,0.918642196,0.110237064,2.204741271
10,88.915,0.3,17,3.4,2.15,0.241445311,0.929238018,0.111508562,2.230171244
10,88.915,0.3,18,3.6,2.15,0.241445311,0.938453869,0.112614464,2.252289286
10,88.915,0.3,19,3.8,2.15,0.241445311,0.946469472,0.113576337,2.271526733
10,88.915,0.3,20,4,2.15,0.241445311,0.953441144,0.114412937,2.288258747
10,88.915,0.3,21,4.2,2.15,0.241445311,0.959504845,0.115140581,2.302811628
10,88.915,0.3,22,4.4,2.15,0.241445311,0.964778825,0.115773459,2.315469181
10,88.915,0.3,23,4.6,2.15,0.241445311,0.969365937,0.116323912,2.326478248
10,88.915,0.3,24,4.8,2.15,0.241445311,0.973355635,0.116802676,2.336053524
10,88.915,0.3,25,5,2.15,0.241445311,0.976825726,0.117219087,2.344381741
10,88.915,0.3,26,5.2,2.15,0.241445311,0.979843881,0.117581266,2.351625314
10,88.915,0.3,27,5.4,2.15,0.241445311,0.98246896,0.117896275,2.357925503
10,88.915,0.3,28,5.6,2.15,0.241445311,0.984752155,0.118170259,2.363405173
10,88.915,0.3,29,5.8,2.15,0.241445311,0.986737994,0.118408559,2.368171185
10,88.915,0.3,30,6,2.15,0.241445311,0.988465202,0.118615824,2.372316485
10,88.915,0.3,31,6.2,2.15,0.241445311,0.989967463,0.118796096,2.375921911
10,88.915,0.3,32,6.4,2.15,0.241445311,0.991274074,0.118952889,2.379057777
10,88.915,0.3,33,6.6,2.15,0.241445311,0.992410515,0.119089262,2.381785236
10,88.915,0.3,34,6.8,2.15,0.241445311,0.993398949,0.119207874,2.384157478
10,88.915,0.3,35,7,2.15,0.241445311,0.994258652,0.119311038,2.386220766
10,88.915,0.3,36,7.2,2.15,0.241445311,0.99500639,0.119400767,2.388015336
10,88.915,0.3,37,7.4,2.15,0.241445311,0.995656744,0.119478809,2.389576187
10,88.915,0.3,38,7.6,2.15,0.241445311,0.996222398,0.119546688,2.390933756
10,88.915,0.3,39,7.8,2.15,0.241445311,0.996714383,0.119605726,2.392114519
10,88.915,0.3,40,8,2.15,0.241445311,0.997142293,0.119657075,2.393141503
10,88.915,0.3,41,8.2,2.15,0.241445311,0.997514473,0.119701737,2.394034735
10,88.915,0.3,42,8.4,2.15,0.241445311,0.997838181,0.119740582,2.394811636
10,88.915,0.3,43,8.6,2.15,0.241445311,0.998119731,0.119774368,2.395487354
10,88.915,0.3,44,8.8,2.15,0.241445311,0.998364612,0.119803753,2.396075069
10,88.915,0.3,45,9,2.15,0.241445311,0.998577601,0.119829312,2.396586242
10,88.915,0.3,46,9.2,2.15,0.241445311,0.99876285,0.119851542,2.39703084
10,88.915,0.3,47,9.4,2.15,0.241445311,0.998923973,0.119870877,2.397417536
10,88.915,0.3,48,9.6,2.15,0.241445311,0.999064112,0.119887693,2.397753869
10,88.915,0.3,49,9.8,2.15,0.241445311,0.999186,0.11990232,2.398046399
10,88.915,0.3,50,10,2.15,0.241445311,0.999292013,0.119915042,2.398300831
10,88.915,0.3,51,10.2,2.15,0.241445311,0.999384219,0.119926106,2.398522126
10,88.915,0.3,52,10.4,2.15,0.241445311,0.999464417,0.11993573,2.3987146
10,88.915,0.3,53,10.6,2.15,0.241445311,0.99953417,0.1199441,2.398882007
10,88.915,0.3,54,10.8,2.15,0.241445311,0.999594838,0.119951381,2.399027612
10,88.915,0.3,55,11,2.15,0.241445311,0.999647605,0.119957713,2.399154253
10,88.915,0.3,56,11.2,2.15,0.241445311,0.9996935,0.11996322,2.399264401
10,88.915,0.3,57,11.4,2.15,0.241445311,0.999733418,0.11996801,2.399360203
10,88.915,0.3,58,11.6,2.15,0.241445311,0.999768137,0.119972176,2.399443529
10,88.915,0.3,59,11.8,2.15,0.241445311,0.999798334,0.1199758,2.399516002
10,88.915,0.3,60,12,2.15,0.241445311,0.999824599,0.119978952,2.399579037
10,88.915,0.3,61,12.2,2.15,0.241445311,0.999847442,0.119981693,2.399633862
10,88.915,0.3,62,12.4,2.15,0.241445311,0.999867311,0.119984077,2.399681547
10,88.915,0.3,63,12.6,2.15,0.241445311,0.999884592,0.119986151,2.399723021
10,88.915,0.3,64,12.8,2.15,0.241445311,0.999899623,0.119987955,2.399759094
10,88.915,0.3,65,13,2.15,0.241445311,0.999912695,0.119989523,2.399790469
10,88.915,0.3,66,13.2,2.15,0.241445311,0.999924066,0.119990888,2.399817758
10,88.915,0.3,67,13.4,2.15,0.241445311,0.999933955,0.119992075,2.399841493
10,88.915,0.3,68,13.6,2.15,0.241445311,0.999942557,0.119993107,2.399862136
10,88.915,0.3,69,13.8,2.15,0.241445311,0.999950038,0.119994005,2.399880091
10,88.915,0.3,70,14,2.15,0.241445311,0.999956545,0.119994785,2.399895708
10,88.915,0.3,71,14.2,2.15,0.241445311,0.999962204,0.119995465,2.39990929
10,88.915,0.3,72,14.4,2.15,0.241445311,0.999967127,0.119996055,2.399921104
10,88.915,0.3,73,14.6,2.15,0.241445311,0.999971408,0.119996569,2.399931379
10,88.915,0.3,74,14.8,2.15,0.241445311,0.999975132,0.119997016,2.399940316
10,88.915,0.3,75,15,2.15,0.241445311,0.999978371,0.119997404,2.399948089
10,88.915,0.4,-12,-2.4,2.08,0.243994,0.022135,0.001483,0.02966
10,88.915,0.4,-11,-2.2,2.08,0.243994,0.027035,0.001811,0.036227
10,88.915,0.4,-10,-2,2.08,0.243994,0.033021,0.002212,0.044248
10,88.915,0.4,-9,-1.8,2.08,0.243994,0.040332,0.002702,0.054045
10,88.915,0.4,-8,-1.6,2.08,0.243994,0.049262,0.003301,0.06601
10,88.915,0.4,-7,-1.4,2.08,0.243994,0.060168,0.004031,0.080625
10,88.915,0.4,-6,-1.2,2.08,0.243994,0.07349,0.004924,0.098476
10,88.915,0.4,-5,-1,2.08,0.243994,0.08976,0.006014,0.120279
10,88.915,0.4,-4,-0.8,2.08,0.243994,0.109634,0.007345,0.146909
10,88.915,0.4,-3,-0.6,2.08,0.243994,0.133907,0.008972,0.179435
10,88.915,0.4,-2,-0.4,2.08,0.243994,0.163554,0.010958,0.219162
10,88.915,0.4,-1,-0.2,2.08,0.243994,0.199765,0.013384,0.267685
10,88.915,0.4,0,0,2.08,0.243994,0.243994,0.016348,0.326952
10,88.915,0.4,1,0.2,2.08,0.243994,0.345535,0.023151,0.463016
10,88.915,0.4,2,0.4,2.08,0.243994,0.433437,0.02904,0.580806
10,88.915,0.4,3,0.6,2.08,0.243994,0.509533,0.034139,0.682775
10,88.915,0.4,4,0.8,2.08,0.243994,0.575409,0.038552,0.771048
10,88.915,0.4,5,1,2.08,0.243994,0.632437,0.042373,0.847465
10,88.915,0.4,6,1.2,2.08,0.243994,0.681805,0.045681,0.913618
10,88.915,0.4,7,1.4,2.08,0.243994,0.724542,0.048544,0.970887
10,88.915,0.4,8,1.6,2.08,0.243994,0.76154,0.051023,1.020463
10,88.915,0.4,9,1.8,2.08,0.243994,0.793568,0.053169,1.063381
10,88.915,0.4,10,2,2.08,0.243994,0.821294,0.055027,1.100534
10,88.915,0.4,11,2.2,2.08,0.243994,0.845296,0.056635,1.132697
10,88.915,0.4,12,2.4,2.08,0.243994,0.866075,0.058027,1.16054
10,88.915,0.4,13,2.6,2.08,0.243994,0.884063,0.059232,1.184644
10,88.915,0.4,14,2.8,2.08,0.243994,0.899634,0.060276,1.20551
10,88.915,0.4,15,3,2.08,0.243994,0.913115,0.061179,1.223574
10,88.915,0.4,16,3.2,2.08,0.243994,0.924785,0.061961,1.239211
10,88.915,0.4,17,3.4,2.08,0.243994,0.934887,0.062637,1.252748
10,88.915,0.4,18,3.6,2.08,0.243994,0.943632,0.063223,1.264467
10,88.915,0.4,19,3.8,2.08,0.243994,0.951203,0.063731,1.274612
10,88.915,0.4,20,4,2.08,0.243994,0.957757,0.06417,1.283395
10,88.915,0.4,21,4.2,2.08,0.243994,0.963431,0.06455,1.290997
10,88.915,0.4,22,4.4,2.08,0.243994,0.968343,0.064879,1.297579
10,88.915,0.4,23,4.6,2.08,0.243994,0.972595,0.065164,1.303277
10,88.915,0.4,24,4.8,2.08,0.243994,0.976275,0.06541,1.308209
10,88.915,0.4,25,5,2.08,0.243994,0.979462,0.065624,1.312479
10,88.915,0.4,26,5.2,2.08,0.243994,0.98222,0.065809,1.316175
10,88.915,0.4,27,5.4,2.08,0.243994,0.984608,0.065969,1.319375
10,88.915,0.4,28,5.6,2.08,0.243994,0.986676,0.066107,1.322145
10,88.915,0.4,29,5.8,2.08,0.243994,0.988465,0.066227,1.324544
10,88.915,0.4,30,6,2.08,0.243994,0.990015,0.066331,1.32662
10,88.915,0.4,31,6.2,2.08,0.243994,0.991356,0.066421,1.328417
10,88.915,0.4,32,6.4,2.08,0.243994,0.992517,0.066499,1.329972
10,88.915,0.4,33,6.6,2.08,0.243994,0.993522,0.066566,1.331319
10,88.915,0.4,34,6.8,2.08,0.243994,0.994392,0.066624,1.332485
10,88.915,0.4,35,7,2.08,0.243994,0.995145,0.066675,1.333495
10,88.915,0.4,36,7.2,2.08,0.243994,0.995797,0.066718,1.334368
10,88.915,0.4,37,7.4,2.08,0.243994,0.996362,0.066756,1.335125
10,88.915,0.4,38,7.6,2.08,0.243994,0.99685,0.066789,1.33578
10,88.915,0.4,39,7.8,2.08,0.243994,0.997273,0.066817,1.336346
10,88.915,0.4,40,8,2.08,0.243994,0.99764,0.066842,1.336837
10,88.915,0.4,41,8.2,2.08,0.243994,0.997957,0.066863,1.337262
10,88.915,0.4,42,8.4,2.08,0.243994,0.998231,0.066881,1.33763
10,88.915,0.4,43,8.6,2.08,0.243994,0.998469,0.066897,1.337948
10,88.915,0.4,44,8.8,2.08,0.243994,0.998674,0.066911,1.338224
10,88.915,0.4,45,9,2.08,0.243994,0.998852,0.066923,1.338462
10,88.915,0.4,46,9.2,2.08,0.243994,0.999007,0.066933,1.338669
10,88.915,0.4,47,9.4,2.08,0.243994,0.99914,0.066942,1.338848
10,88.915,0.4,48,9.6,2.08,0.243994,0.999255,0.06695,1.339002
10,88.915,0.4,49,9.8,2.08,0.243994,0.999355,0.066957,1.339136
10,88.915,0.4,50,10,2.08,0.243994,0.999442,0.066963,1.339252
10,88.915,0.4,51,10.2,2.08,0.243994,0.999517,0.066968,1.339353
10,88.915,0.4,52,10.4,2.08,0.243994,0.999582,0.066972,1.33944
10,88.915,0.4,53,10.6,2.08,0.243994,0.999638,0.066976,1.339515
10,88.915,0.4,54,10.8,2.08,0.243994,0.999687,0.066979,1.33958
10,88.915,0.4,55,11,2.08,0.243994,0.999729,0.066982,1.339636
10,88.915,0.4,56,11.2,2.08,0.243994,0.999765,0.066984,1.339685
10,88.915,0.4,57,11.4,2.08,0.243994,0.999797,0.066986,1.339728
10,88.915,0.4,58,11.6,2.08,0.243994,0.999824,0.066988,1.339764
10,88.915,0.4,59,11.8,2.08,0.243994,0.999848,0.06699,1.339796
10,88.915,0.4,60,12,2.08,0.243994,0.999868,0.066991,1.339823
10,88.915,0.4,61,12.2,2.08,0.243994,0.999886,0.066992,1.339847
10,88.915,0.4,62,12.4,2.08,0.243994,0.999901,0.066993,1.339868
10,88.915,0.4,63,12.6,2.08,0.243994,0.999914,0.066994,1.339885
10,88.915,0.4,64,12.8,2.08,0.243994,0.999926,0.066995,1.339901
10,88.915,0.4,65,13,2.08,0.243994,0.999936,0.066996,1.339914
10,88.915,0.4,66,13.2,2.08,0.243994,0.999944,0.066996,1.339926
10,88.915,0.4,67,13.4,2.08,0.243994,0.999952,0.066997,1.339936
10,88.915,0.4,68,13.6,2.08,0.243994,0.999958,0.066997,1.339944
10,88.915,0.4,69,13.8,2.08,0.243994,0.999964,0.066998,1.339952
10,88.915,0.4,70,14,2.08,0.243994,0.999969,0.066998,1.339958
10,88.915,0.4,71,14.2,2.08,0.243994,0.999973,0.066998,1.339964
10,88.915,0.4,72,14.4,2.08,0.243994,0.999977,0.066998,1.339969
10,88.915,0.4,73,14.6,2.08,0.243994,0.99998,0.066999,1.339973
10,88.915,0.4,74,14.8,2.08,0.243994,0.999982,0.066999,1.339977
10,88.915,0.4,75,15,2.08,0.243994,0.999985,0.066999,1.33998
10,88.915,0.5,-12,-2.4,1.64,0.260641,0.023645,0.001064,0.02128
10,88.915,0.5,-11,-2.2,1.64,0.260641,0.02888,0.0013,0.025992
10,88.915,0.5,-10,-2,1.64,0.260641,0.035274,0.001587,0.031746
10,88.915,0.5,-9,-1.8,1.64,0.260641,0.043084,0.001939,0.038775
10,88.915,0.5,-8,-1.6,1.64,0.260641,0.052622,0.002368,0.04736
10,88.915,0.5,-7,-1.4,1.64,0.260641,0.064273,0.002892,0.057846
10,88.915,0.5,-6,-1.2,1.64,0.260641,0.078503,0.003533,0.070653
10,88.915,0.5,-5,-1,1.64,0.260641,0.095884,0.004315,0.086296
10,88.915,0.5,-4,-0.8,1.64,0.260641,0.117113,0.00527,0.105402
10,88.915,0.5,-3,-0.6,1.64,0.260641,0.143043,0.006437,0.128738
10,88.915,0.5,-2,-0.4,1.64,0.260641,0.174713,0.007862,0.157241
10,88.915,0.5,-1,-0.2,1.64,0.260641,0.213395,0.009603,0.192055
10,88.915,0.5,0,0,1.64,0.260641,0.260641,0.011729,0.234577
10,88.915,0.5,1,0.2,1.64,0.260641,0.38424,0.017291,0.345816
10,88.915,0.5,2,0.4,1.64,0.260641,0.487177,0.021923,0.43846
10,88.915,0.5,3,0.6,1.64,0.260641,0.572906,0.025781,0.515616
10,88.915,0.5,4,0.8,1.64,0.260641,0.644304,0.028994,0.579874
10,88.915,0.5,5,1,1.64,0.260641,0.703766,0.031669,0.633389
10,88.915,0.5,6,1.2,1.64,0.260641,0.753288,0.033898,0.677959
10,88.915,0.5,7,1.4,1.64,0.260641,0.794531,0.035754,0.715078
10,88.915,0.5,8,1.6,1.64,0.260641,0.828879,0.0373,0.745991
10,88.915,0.5,9,1.8,1.64,0.260641,0.857486,0.038587,0.771737
10,88.915,0.5,10,2,1.64,0.260641,0.88131,0.039659,0.793179
10,88.915,0.5,11,2.2,1.64,0.260641,0.901151,0.040552,0.811036
10,88.915,0.5,12,2.4,1.64,0.260641,0.917676,0.041295,0.825908
10,88.915,0.5,13,2.6,1.64,0.260641,0.931438,0.041915,0.838294
10,88.915,0.5,14,2.8,1.64,0.260641,0.9429,0.04243,0.84861
10,88.915,0.5,15,3,1.64,0.260641,0.952445,0.04286,0.857201
10,88.915,0.5,16,3.2,1.64,0.260641,0.960395,0.043218,0.864356
10,88.915,0.5,17,3.4,1.64,0.260641,0.967016,0.043516,0.870314
10,88.915,0.5,18,3.6,1.64,0.260641,0.97253,0.043764,0.875277
10,88.915,0.5,19,3.8,1.64,0.260641,0.977122,0.04397,0.87941
10,88.915,0.5,20,4,1.64,0.260641,0.980947,0.044143,0.882852
10,88.915,0.5,21,4.2,1.64,0.260641,0.984132,0.044286,0.885719
10,88.915,0.5,22,4.4,1.64,0.260641,0.986784,0.044405,0.888106
10,88.915,0.5,23,4.6,1.64,0.260641,0.988994,0.044505,0.890094
10,88.915,0.5,24,4.8,1.64,0.260641,0.990834,0.044588,0.89175
10,88.915,0.5,25,5,1.64,0.260641,0.992366,0.044656,0.893129
10,88.915,0.5,26,5.2,1.64,0.260641,0.993642,0.044714,0.894278
10,88.915,0.5,27,5.4,1.64,0.260641,0.994705,0.044762,0.895235
10,88.915,0.5,28,5.6,1.64,0.260641,0.99559,0.044802,0.896031
10,88.915,0.5,29,5.8,1.64,0.260641,0.996327,0.044835,0.896695
10,88.915,0.5,30,6,1.64,0.260641,0.996941,0.044862,0.897247
10,88.915,0.5,31,6.2,1.64,0.260641,0.997453,0.044885,0.897707
10,88.915,0.5,32,6.4,1.64,0.260641,0.997878,0.044905,0.898091
10,88.915,0.5,33,6.6,1.64,0.260641,0.998233,0.04492,0.89841
10,88.915,0.5,34,6.8,1.64,0.260641,0.998529,0.044934,0.898676
10,88.915,0.5,35,7,1.64,0.260641,0.998775,0.044945,0.898897
10,88.915,0.5,36,7.2,1.64,0.260641,0.998979,0.044954,0.899081
10,88.915,0.5,37,7.4,1.64,0.260641,0.99915,0.044962,0.899235
10,88.915,0.5,38,7.6,1.64,0.260641,0.999292,0.044968,0.899363
10,88.915,0.5,39,7.8,1.64,0.260641,0.99941,0.044973,0.899469
10,88.915,0.5,40,8,1.64,0.260641,0.999509,0.044978,0.899558
10,88.915,0.5,41,8.2,1.64,0.260641,0.999591,0.044982,0.899632
10,88.915,0.5,42,8.4,1.64,0.260641,0.999659,0.044985,0.899693
10,88.915,0.5,43,8.6,1.64,0.260641,0.999716,0.044987,0.899745
10,88.915,0.5,44,8.8,1.64,0.260641,0.999764,0.044989,0.899787
10,88.915,0.5,45,9,1.64,0.260641,0.999803,0.044991,0.899823
10,88.915,0.5,46,9.2,1.64,0.260641,0.999836,0.044993,0.899853
10,88.915,0.5,47,9.4,1.64,0.260641,0.999864,0.044994,0.899877
10,88.915,0.5,48,9.6,1.64,0.260641,0.999886,0.044995,0.899898
10,88.915,0.5,49,9.8,1.64,0.260641,0.999905,0.044996,0.899915
10,88.915,0.5,50,10,1.64,0.260641,0.999921,0.044996,0.899929
10,88.915,0.5,51,10.2,1.64,0.260641,0.999934,0.044997,0.899941
10,88.915,0.5,52,10.4,1.64,0.260641,0.999945,0.044998,0.899951
10,88.915,0.5,53,10.6,1.64,0.260641,0.999954,0.044998,0.899959
10,88.915,0.5,54,10.8,1.64,0.260641,0.999962,0.044998,0.899966
10,88.915,0.5,55,11,1.64,0.260641,0.999968,0.044999,0.899972
10,88.915,0.5,56,11.2,1.64,0.260641,0.999974,0.044999,0.899976
10,88.915,0.5,57,11.4,1.64,0.260641,0.999978,0.044999,0.89998
10,88.915,0.5,58,11.6,1.64,0.260641,0.999982,0.044999,0.899984
10,88.915,0.5,59,11.8,1.64,0.260641,0.999985,0.044999,0.899986
10,88.915,0.5,60,12,1.64,0.260641,0.999987,0.044999,0.899989
10,88.915,0.5,61,12.2,1.64,0.260641,0.999989,0.045,0.899991
10,88.915,0.5,62,12.4,1.64,0.260641,0.999991,0.045,0.899992
10,88.915,0.5,63,12.6,1.64,0.260641,0.999993,0.045,0.899993
10,88.915,0.5,64,12.8,1.64,0.260641,0.999994,0.045,0.899995
10,88.915,0.5,65,13,1.64,0.260641,0.999995,0.045,0.899995
