mi,Erm/Sci,Scm/Po,Distance,X*,R*,u0*,u*,Ur,strain
10,28.11,0.4,-6,-1.2,2.1,0.243262958,0.073269395,0.011210217,0.224204349
10,28.11,0.4,-5,-1,2.1,0.243262958,0.089491441,0.01369219,0.27384381
10,28.11,0.4,-4,-0.8,2.1,0.243262958,0.109305093,0.016723679,0.334473584
10,28.11,0.4,-3,-0.6,2.1,0.243262958,0.133505542,0.020426348,0.408526959
10,28.11,0.4,-2,-0.4,2.1,0.243262958,0.163064037,0.024948798,0.498975954
10,28.11,0.4,-1,-0.2,2.1,0.243262958,0.199166865,0.03047253,0.609450607
10,28.11,0.4,0,0,2.1,0.243262958,0.243262958,0.037219233,0.744384652
10,28.11,0.4,1,0.2,2.1,0.243262958,0.344001382,0.052632212,1.05264423
10,28.11,0.4,2,0.4,2.1,0.243262958,0.431329296,0.065993382,1.319867646
10,28.11,0.4,3,0.6,2.1,0.243262958,0.507031935,0.077575886,1.55151772
10,28.11,0.4,4,0.8,2.1,0.243262958,0.572656879,0.087616502,1.752330049
10,28.11,0.4,5,1,2.1,0.243262958,0.629545693,0.096320491,1.92640982
10,28.11,0.4,6,1.2,2.1,0.243262958,0.678861348,0.103865786,2.077315725
10,28.11,0.4,7,1.4,2.1,0.243262958,0.721612,0.110406636,2.20813272
10,28.11,0.4,8,1.6,2.1,0.243262958,0.758671595,0.116076754,2.321535081
10,28.11,0.4,9,1.8,2.1,0.243262958,0.790797739,0.120992054,2.419841082
10,28.11,0.4,10,2,2.1,0.243262958,0.818647184,0.125253019,2.505060382
10,28.11,0.4,11,2.2,2.1,0.243262958,0.842789251,0.128946755,2.578935109
10,28.11,0.4,12,2.4,2.1,0.243262958,0.863717476,0.132148774,2.642975478
10,28.11,0.4,13,2.6,2.1,0.243262958,0.881859692,0.134924533,2.698490658
10,28.11,0.4,14,2.8,2.1,0.243262958,0.897586778,0.137330777,2.746615541
10,28.11,0.4,15,3,2.1,0.243262958,0.911220241,0.139416697,2.788333938
10,28.11,0.4,16,3.2,2.1,0.243262958,0.923038789,0.141224935,2.824498695
10,28.11,0.4,17,3.4,2.1,0.243262958,0.933284027,0.142792456,2.855849123
10,28.11,0.4,18,3.6,2.1,0.243262958,0.942165398,0.144151306,2.883026117
10,28.11,0.4,19,3.8,2.1,0.243262958,0.949864461,0.145329263,2.906585252
10,28.11,0.4,20,4,2.1,0.243262958,0.95653861,0.146350407,2.927008145
10,28.11,0.4,21,4.2,2.1,0.243262958,0.962324281,0.147235615,2.9447123
10,28.11,0.4,22,4.4,2.1,0.243262958,0.967339752,0.148002982,2.960059641
10,28.11,0.4,23,4.6,2.1,0.243262958,0.971687553,0.148668196,2.973363912
10,28.11,0.4,24,4.8,2.1,0.243262958,0.975456565,0.149244854,2.98489709
10,28.11,0.4,25,5,2.1,0.243262958,0.978723839,0.149744747,2.994894947
10,28.11,0.4,26,5.2,2.1,0.243262958,0.981556166,0.150178093,3.003561868
10,28.11,0.4,27,5.4,2.1,0.243262958,0.984011448,0.150553752,3.011075031
10,28.11,0.4,28,5.6,2.1,0.243262958,0.986139878,0.150879401,3.017588025
10,28.11,0.4,29,5.8,2.1,0.243262958,0.987984966,0.1511617,3.023233997
10,28.11,0.4,30,6,2.1,0.243262958,0.989584433,0.151406418,3.028128364
10,28.11,0.4,31,6.2,2.1,0.243262958,0.990970975,0.151618559,3.032371183
10,28.11,0.4,32,6.4,2.1,0.243262958,0.992172938,0.151802459,3.036049189
10,28.11,0.4,33,6.6,2.1,0.243262958,0.993214893,0.151961879,3.039237572
10,28.11,0.4,34,6.8,2.1,0.243262958,0.99411814,0.152100075,3.04200151
10,28.11,0.4,35,7,2.1,0.243262958,0.994901146,0.152219875,3.044397507
10,28.11,0.4,36,7.2,2.1,0.243262958,0.995579916,0.152323727,3.046474543
10,28.11,0.4,37,7.4,2.1,0.243262958,0.996168327,0.152413754,3.04827508
10,28.11,0.4,38,7.6,2.1,0.243262958,0.996678407,0.152491796,3.049835926
10,28.11,0.4,39,7.8,2.1,0.243262958,0.997120585,0.152559449,3.051188989
10,28.11,0.4,40,8,2.1,0.243262958,0.997503899,0.152618096,3.052361929
10,28.11,0.4,41,8.2,2.1,0.243262958,0.997836185,0.152668936,3.053378725
10,28.11,0.4,42,8.4,2.1,0.243262958,0.998124236,0.152713008,3.054260163
10,28.11,0.4,43,8.6,2.1,0.243262958,0.998373942,0.152751213,3.055024263
10,28.11,0.4,44,8.8,2.1,0.243262958,0.998590406,0.152784332,3.055686643
10,28.11,0.4,45,9,2.1,0.243262958,0.998778054,0.152813042,3.056260846
10,28.11,0.4,46,9.2,2.1,0.243262958,0.998940722,0.152837931,3.05675861
10,28.11,0.4,47,9.4,2.1,0.243262958,0.999081736,0.152859506,3.057190111
10,28.11,0.4,48,9.6,2.1,0.243262958,0.999203977,0.152878208,3.057564169
10,28.11,0.4,49,9.8,2.1,0.243262958,0.999309945,0.152894422,3.057888432
10,28.11,0.4,50,10,2.1,0.243262958,0.999401807,0.152908476,3.058169528
10,28.11,0.4,51,10.2,2.1,0.243262958,0.999481439,0.15292066,3.058413205
10,28.11,0.4,52,10.4,2.1,0.243262958,0.999550471,0.152931222,3.058624442
10,28.11,0.4,53,10.6,2.1,0.243262958,0.999610314,0.152940378,3.058807559
10,28.11,0.4,54,10.8,2.1,0.243262958,0.999662189,0.152948315,3.0589663
10,28.11,0.4,55,11,2.1,0.243262958,0.999707159,0.152955195,3.059103908
10,28.11,0.4,56,11.2,2.1,0.243262958,0.999746143,0.15296116,3.059223198
10,28.11,0.4,57,11.4,2.1,0.243262958,0.999779937,0.15296633,3.059326607
10,28.11,0.4,58,11.6,2.1,0.243262958,0.999809232,0.152970813,3.059416251
10,28.11,0.4,59,11.8,2.1,0.243262958,0.999834628,0.152974698,3.059493961
10,28.11,0.4,60,12,2.1,0.243262958,0.999856642,0.152978066,3.059561326
10,28.11,0.4,61,12.2,2.1,0.243262958,0.999875726,0.152980986,3.059619723
10,28.11,0.4,62,12.4,2.1,0.243262958,0.99989227,0.152983517,3.059670346
10,28.11,0.4,63,12.6,2.1,0.243262958,0.999906611,0.152985712,3.05971423
10,28.11,0.4,64,12.8,2.1,0.243262958,0.999919043,0.152987614,3.059752273
10,28.11,0.4,65,13,2.1,0.243262958,0.99992982,0.152989263,3.059785251
10,28.11,0.4,66,13.2,2.1,0.243262958,0.999939163,0.152990692,3.059813838
10,28.11,0.4,67,13.4,2.1,0.243262958,0.999947262,0.152991931,3.059838621
10,28.11,0.4,68,13.6,2.1,0.243262958,0.999954282,0.152993005,3.059860104
10,28.11,0.4,69,13.8,2.1,0.243262958,0.999960368,0.152993936,3.059878727
10,28.11,0.4,70,14,2.1,0.243262958,0.999965644,0.152994744,3.059894871
10,28.11,0.4,71,14.2,2.1,0.243262958,0.999970218,0.152995443,3.059908866
10,28.11,0.4,72,14.4,2.1,0.243262958,0.999974182,0.15299605,3.059920998
10,28.11,0.4,73,14.6,2.1,0.243262958,0.999977619,0.152996576,3.059931515
10,28.11,0.4,74,14.8,2.1,0.243262958,0.999980599,0.152997032,3.059940632
10,28.11,0.4,75,15,2.1,0.243262958,0.999983181,0.152997427,3.059948535
10,28.11,0.5,-12,-2.4,2.08,0.243993843,0.022134622,0.002877501,0.057550017
10,28.11,0.5,-11,-2.2,2.08,0.243993843,0.027035288,0.003514587,0.07029175
10,28.11,0.5,-10,-2,2.08,0.243993843,0.033020976,0.004292727,0.085854537
10,28.11,0.5,-9,-1.8,2.08,0.243993843,0.040331911,0.005243148,0.104862968
10,28.11,0.5,-8,-1.6,2.08,0.243993843,0.049261507,0.006403996,0.128079919
10,28.11,0.5,-7,-1.4,2.08,0.243993843,0.060168141,0.007821858,0.156437166
10,28.11,0.5,-6,-1.2,2.08,0.243993843,0.073489533,0.009553639,0.191072786
10,28.11,0.5,-5,-1,2.08,0.243993843,0.089760319,0.011668841,0.233376828
10,28.11,0.5,-4,-0.8,2.08,0.243993843,0.109633501,0.014252355,0.285047102
10,28.11,0.5,-3,-0.6,2.08,0.243993843,0.13390666,0.017407866,0.348157316
10,28.11,0.5,-2,-0.4,2.08,0.243993843,0.163553964,0.021262015,0.425240306
10,28.11,0.5,-1,-0.2,2.08,0.243993843,0.199765263,0.025969484,0.519389683
10,28.11,0.5,0,0,2.08,0.243993843,0.243993843,0.0317192,0.634383991
10,28.11,0.5,1,0.2,2.08,0.243993843,0.345534579,0.044919495,0.898389905
10,28.11,0.5,2,0.4,2.08,0.243993843,0.433437171,0.056346832,1.126936644
10,28.11,0.5,3,0.6,2.08,0.243993843,0.509533385,0.06623934,1.324786802
10,28.11,0.5,4,0.8,2.08,0.243993843,0.575408961,0.074803165,1.496063299
10,28.11,0.5,5,1,2.08,0.243993843,0.632436654,0.082216765,1.6443353
10,28.11,0.5,6,1.2,2.08,0.243993843,0.68180484,0.088634629,1.772692584
10,28.11,0.5,7,1.4,2.08,0.243993843,0.724542284,0.094190497,1.883809938
10,28.11,0.5,8,1.6,2.08,0.243993843,0.761539574,0.099000145,1.980002893
10,28.11,0.5,9,1.8,2.08,0.243993843,0.793567683,0.103163799,2.063275975
10,28.11,0.5,10,2,2.08,0.243993843,0.82129403,0.106768224,2.135364479
10,28.11,0.5,11,2.2,2.08,0.243993843,0.845296395,0.109888531,2.197770628
10,28.11,0.5,12,2.4,2.08,0.243993843,0.866074953,0.112589744,2.251794879
10,28.11,0.5,13,2.6,2.08,0.243993843,0.884062701,0.114928151,2.298563022
10,28.11,0.5,14,2.8,2.08,0.243993843,0.899634477,0.116952482,2.33904964
10,28.11,0.5,15,3,2.08,0.243993843,0.913114776,0.118704921,2.374098418
10,28.11,0.5,16,3.2,2.08,0.243993843,0.924784509,0.120221986,2.404439722
10,28.11,0.5,17,3.4,2.08,0.243993843,0.934886855,0.121535291,2.430705824
10,28.11,0.5,18,3.6,2.08,0.243993843,0.943632335,0.122672204,2.453444072
10,28.11,0.5,19,3.8,2.08,0.243993843,0.951203192,0.123656415,2.473128299
10,28.11,0.5,20,4,2.08,0.243993843,0.957757191,0.124508435,2.490168697
10,28.11,0.5,21,4.2,2.08,0.243993843,0.963430909,0.125246018,2.504920364
10,28.11,0.5,22,4.4,2.08,0.243993843,0.968342579,0.125884535,2.517690705
10,28.11,0.5,23,4.6,2.08,0.243993843,0.972594552,0.126437292,2.528745835
10,28.11,0.5,24,4.8,2.08,0.243993843,0.976275434,0.126915806,2.538316128
10,28.11,0.5,25,5,2.08,0.243993843,0.979461929,0.127330051,2.546601015
10,28.11,0.5,26,5.2,2.08,0.243993843,0.982220439,0.127688657,2.553773142
10,28.11,0.5,27,5.4,2.08,0.243993843,0.984608449,0.127999098,2.559981966
10,28.11,0.5,28,5.6,2.08,0.243993843,0.986675719,0.128267844,2.56535687
10,28.11,0.5,29,5.8,2.08,0.243993843,0.988465331,0.128500493,2.57000986
10,28.11,0.5,30,6,2.08,0.243993843,0.990014576,0.128701895,2.574037897
10,28.11,0.5,31,6.2,2.08,0.243993843,0.991355739,0.128876246,2.57752492
10,28.11,0.5,32,6.4,2.08,0.243993843,0.992516767,0.12902718,2.580543594
10,28.11,0.5,33,6.6,2.08,0.243993843,0.993521855,0.129157841,2.583156824
10,28.11,0.5,34,6.8,2.08,0.243993843,0.994391948,0.129270953,2.585419066
10,28.11,0.5,35,7,2.08,0.243993843,0.995145177,0.129368873,2.587377461
10,28.11,0.5,36,7.2,2.08,0.243993843,0.995797238,0.129453641,2.58907282
10,28.11,0.5,37,7.4,2.08,0.243993843,0.99636172,0.129527024,2.590540472
10,28.11,0.5,38,7.6,2.08,0.243993843,0.996850385,0.12959055,2.591811
10,28.11,0.5,39,7.8,2.08,0.243993843,0.997273416,0.129645544,2.592910882
10,28.11,0.5,40,8,2.08,0.243993843,0.997639629,0.129693152,2.593863036
10,28.11,0.5,41,8.2,2.08,0.243993843,0.997956655,0.129734365,2.594687304
10,28.11,0.5,42,8.4,2.08,0.243993843,0.998231101,0.129770043,2.595400863
10,28.11,0.5,43,8.6,2.08,0.243993843,0.998468686,0.129800929,2.596018583
10,28.11,0.5,44,8.8,2.08,0.243993843,0.99867436,0.129827667,2.596553335
10,28.11,0.5,45,9,2.08,0.243993843,0.998852409,0.129850813,2.597016264
10,28.11,0.5,46,9.2,2.08,0.243993843,0.999006544,0.129870851,2.597417015
10,28.11,0.5,47,9.4,2.08,0.243993843,0.999139977,0.129888197,2.597763941
10,28.11,0.5,48,9.6,2.08,0.243993843,0.999255489,0.129903214,2.598064271
10,28.11,0.5,49,9.8,2.08,0.243993843,0.999355486,0.129916213,2.598324263
10,28.11,0.5,50,10,2.08,0.243993843,0.999442052,0.129927467,2.598549334
10,28.11,0.5,51,10.2,2.08,0.243993843,0.999516991,0.129937209,2.598744176
10,28.11,0.5,52,10.4,2.08,0.243993843,0.999581865,0.129945642,2.598912849
10,28.11,0.5,53,10.6,2.08,0.243993843,0.999638025,0.129952943,2.599058866
10,28.11,0.5,54,10.8,2.08,0.243993843,0.999686643,0.129959264,2.599185272
10,28.11,0.5,55,11,2.08,0.243993843,0.999728731,0.129964735,2.5992947
10,28.11,0.5,56,11.2,2.08,0.243993843,0.999765165,0.129969471,2.59938943
10,28.11,0.5,57,11.4,2.08,0.243993843,0.999796706,0.129973572,2.599471437
10,28.11,0.5,58,11.6,2.08,0.243993843,0.999824011,0.129977121,2.599542429
10,28.11,0.5,59,11.8,2.08,0.243993843,0.999847649,0.129980194,2.599603886
10,28.11,0.5,60,12,2.08,0.243993843,0.999868111,0.129982854,2.599657089
10,28.11,0.5,61,12.2,2.08,0.243993843,0.999885826,0.129985157,2.599703146
10,28.11,0.5,62,12.4,2.08,0.243993843,0.999901161,0.129987151,2.599743017
10,28.11,0.5,63,12.6,2.08,0.243993843,0.999914436,0.129988877,2.599777533
10,28.11,0.5,64,12.8,2.08,0.243993843,0.999925928,0.129990371,2.599807413
10,28.11,0.5,65,13,2.08,0.243993843,0.999935877,0.129991664,2.59983328
10,28.11,0.5,66,13.2,2.08,0.243993843,0.999944489,0.129992784,2.599855672
10,28.11,0.5,67,13.4,2.08,0.243993843,0.999951945,0.129993753,2.599875057
10,28.11,0.5,68,13.6,2.08,0.243993843,0.999958399,0.129994592,2.599891839
10,28.11,0.5,69,13.8,2.08,0.243993843,0.999963987,0.129995318,2.599906366
10,28.11,0.5,70,14,2.08,0.243993843,0.999968824,0.129995947,2.599918942
10,28.11,0.5,71,14.2,2.08,0.243993843,0.999973011,0.129996491,2.599929829
10,28.11,0.5,72,14.4,2.08,0.243993843,0.999976636,0.129996963,2.599939254
10,28.11,0.5,73,14.6,2.08,0.243993843,0.999979774,0.129997371,2.599947413
10,28.11,0.5,74,14.8,2.08,0.243993843,0.999982491,0.129997724,2.599954476
10,28.11,0.5,75,15,2.08,0.243993843,0.999984842,0.12999803,2.59996059
10,39.76,0.2,-12,-2.4,3.58,0.194833041,0.017674855,0.010074667,0.201493343
10,39.76,0.2,-11,-2.2,3.58,0.194833041,0.021588116,0.012305226,0.246104525
10,39.76,0.2,-10,-2,3.58,0.194833041,0.026367785,0.015029637,0.300592746
10,39.76,0.2,-9,-1.8,3.58,0.194833041,0.032205685,0.01835724,0.367144809
10,39.76,0.2,-8,-1.6,3.58,0.194833041,0.039336113,0.022421584,0.448431683
10,39.76,0.2,-7,-1.4,3.58,0.194833041,0.048045236,0.027385785,0.547715694
10,39.76,0.2,-6,-1.2,3.58,0.194833041,0.058682584,0.033449073,0.668981459
10,39.76,0.2,-5,-1,3.58,0.194833041,0.07167507,0.04085479,0.8170958
10,39.76,0.2,-4,-0.8,3.58,0.194833041,0.087544128,0.049900153,0.998003063
10,39.76,0.2,-3,-0.6,3.58,0.194833041,0.10692664,0.060948185,1.218963694
10,39.76,0.2,-2,-0.4,3.58,0.194833041,0.130600493,0.074442281,1.488845618
10,39.76,0.2,-1,-0.2,3.58,0.194833041,0.159515802,0.090924007,1.818480144
10,39.76,0.2,0,0,3.58,0.194833041,0.194833041,0.111054833,2.221096664
10,39.76,0.2,1,0.2,3.58,0.194833041,0.25955543,0.147946595,2.958931902
10,39.76,0.2,2,0.4,3.58,0.194833041,0.319075187,0.181872857,3.637457131
10,39.76,0.2,3,0.6,3.58,0.194833041,0.373810519,0.213071996,4.261439916
10,39.76,0.2,4,0.8,3.58,0.194833041,0.424146016,0.241763229,4.835264586
10,39.76,0.2,5,1,3.58,0.194833041,0.470435355,0.268148152,5.362963042
10,39.76,0.2,6,1.2,3.58,0.194833041,0.513003779,0.292412154,5.848243084
10,39.76,0.2,7,1.4,3.58,0.194833041,0.552150392,0.314725723,6.294514467
10,39.76,0.2,8,1.6,3.58,0.194833041,0.58815025,0.335245643,6.704912855
10,39.76,0.2,9,1.8,3.58,0.194833041,0.621256303,0.354116093,7.082321856
10,39.76,0.2,10,2,3.58,0.194833041,0.651701165,0.371469664,7.429393283
10,39.76,0.2,11,2.2,3.58,0.194833041,0.679698753,0.387428289,7.748565786
10,39.76,0.2,12,2.4,3.58,0.194833041,0.705445788,0.402104099,8.042081987
10,39.76,0.2,13,2.6,3.58,0.194833041,0.729123179,0.415600212,8.312004236
10,39.76,0.2,14,2.8,3.58,0.194833041,0.75089729,0.428011455,8.560229106
10,39.76,0.2,15,3,3.58,0.194833041,0.770921115,0.439425036,8.788500715
10,39.76,0.2,16,3.2,3.58,0.194833041,0.789335349,0.449921149,8.998422982
10,39.76,0.2,17,3.4,3.58,0.194833041,0.806269377,0.459573545,9.191470897
10,39.76,0.2,18,3.6,3.58,0.194833041,0.821842183,0.468450044,9.369000885
10,39.76,0.2,19,3.8,3.58,0.194833041,0.836163187,0.476613017,9.532260335
10,39.76,0.2,20,4,3.58,0.194833041,0.849333015,0.484119818,9.682396369
10,39.76,0.2,21,4.2,3.58,0.194833041,0.861444201,0.491023195,9.820463896
10,39.76,0.2,22,4.4,3.58,0.194833041,0.872581845,0.497371651,9.947433029
10,39.76,0.2,23,4.6,3.58,0.194833041,0.882824202,0.503209795,10.0641959
10,39.76,0.2,24,4.8,3.58,0.194833041,0.892243239,0.508578646,10.17157292
10,39.76,0.2,25,5,3.58,0.194833041,0.900905138,0.513515929,10.27031858
10,39.76,0.2,26,5.2,3.58,0.194833041,0.908870761,0.518056334,10.36112667
10,39.76,0.2,27,5.4,3.58,0.194833041,0.916196076,0.522231764,10.44463527
10,39.76,0.2,28,5.6,3.58,0.194833041,0.922932555,0.526071557,10.52143113
10,39.76,0.2,29,5.8,3.58,0.194833041,0.92912753,0.529602692,10.59205385
10,39.76,0.2,30,6,3.58,0.194833041,0.93482453,0.532849982,10.65699964
10,39.76,0.2,31,6.2,3.58,0.194833041,0.940063582,0.535836242,10.71672484
10,39.76,0.2,32,6.4,3.58,0.194833041,0.9448815,0.538582455,10.7716491
10,39.76,0.2,33,6.6,3.58,0.194833041,0.949312135,0.541107917,10.82215834
10,39.76,0.2,34,6.8,3.58,0.194833041,0.953386619,0.543430373,10.86860746
10,39.76,0.2,35,7,3.58,0.194833041,0.95713358,0.545566141,10.91132281
10,39.76,0.2,36,7.2,3.58,0.194833041,0.960579346,0.547530227,10.95060455
10,39.76,0.2,37,7.4,3.58,0.194833041,0.963748129,0.549336433,10.98672867
10,39.76,0.2,38,7.6,3.58,0.194833041,0.966662192,0.55099745,11.01994899
10,39.76,0.2,39,7.8,3.58,0.194833041,0.969342012,0.552524947,11.05049894
10,39.76,0.2,40,8,3.58,0.194833041,0.971806418,0.553929658,11.07859317
10,39.76,0.2,41,8.2,3.58,0.194833041,0.974072726,0.555221454,11.10442908
10,39.76,0.2,42,8.4,3.58,0.194833041,0.976156859,0.55640941,11.12818819
10,39.76,0.2,43,8.6,3.58,0.194833041,0.978073462,0.557501873,11.15003746
10,39.76,0.2,44,8.8,3.58,0.194833041,0.979836,0.55850652,11.1701304
10,39.76,0.2,45,9,3.58,0.194833041,0.981456859,0.55943041,11.1886082
10,39.76,0.2,46,9.2,3.58,0.194833041,0.982947428,0.560280034,11.20560068
10,39.76,0.2,47,9.4,3.58,0.194833041,0.984318179,0.561061362,11.22122724
10,39.76,0.2,48,9.6,3.58,0.194833041,0.985578743,0.561779884,11.23559767
10,39.76,0.2,49,9.8,3.58,0.194833041,0.986737979,0.562440648,11.24881296
10,39.76,0.2,50,10,3.58,0.194833041,0.987804031,0.563048297,11.26096595
10,39.76,0.2,51,10.2,3.58,0.194833041,0.988784389,0.563607102,11.27214204
10,39.76,0.2,52,10.4,3.58,0.194833041,0.989685943,0.564120987,11.28241975
10,39.76,0.2,53,10.6,3.58,0.194833041,0.990515026,0.564593565,11.29187129
10,39.76,0.2,54,10.8,3.58,0.194833041,0.991277464,0.565028155,11.30056309
10,39.76,0.2,55,11,3.58,0.194833041,0.991978615,0.56542781,11.30855621
10,39.76,0.2,56,11.2,3.58,0.194833041,0.992623404,0.565795341,11.31590681
10,39.76,0.2,57,11.4,3.58,0.194833041,0.993216363,0.566133327,11.32266654
10,39.76,0.2,58,11.6,3.58,0.194833041,0.993761658,0.566444145,11.3288829
10,39.76,0.2,59,11.8,3.58,0.194833041,0.99426312,0.566729978,11.33459956
10,39.76,0.2,60,12,3.58,0.194833041,0.994724272,0.566992835,11.3398567
10,39.76,0.2,61,12.2,3.58,0.194833041,0.995148355,0.567234562,11.34469125
10,39.76,0.2,62,12.4,3.58,0.194833041,0.995538349,0.567456859,11.34913718
10,39.76,0.2,63,12.6,3.58,0.194833041,0.995896993,0.567661286,11.35322572
10,39.76,0.2,64,12.8,3.58,0.194833041,0.996226809,0.567849281,11.35698562
10,39.76,0.2,65,13,3.58,0.194833041,0.996530112,0.568022164,11.36044328
10,39.76,0.2,66,13.2,3.58,0.194833041,0.996809035,0.56818115,11.363623
10,39.76,0.2,67,13.4,3.58,0.194833041,0.997065537,0.568327356,11.36654712
10,39.76,0.2,68,13.6,3.58,0.194833041,0.99730142,0.56846181,11.36923619
10,39.76,0.2,69,13.8,3.58,0.194833041,0.997518342,0.568585455,11.3717091
10,39.76,0.2,70,14,3.58,0.194833041,0.997717827,0.568699162,11.37398323
10,39.76,0.2,71,14.2,3.58,0.194833041,0.997901277,0.568803728,11.37607456
10,39.76,0.2,72,14.4,3.58,0.194833041,0.998069981,0.568899889,11.37799778
10,39.76,0.2,73,14.6,3.58,0.194833041,0.998225123,0.56898832,11.3797664
10,39.76,0.2,74,14.8,3.58,0.194833041,0.998367794,0.569069643,11.38139285
10,39.76,0.2,75,15,3.58,0.194833041,0.998498997,0.569144428,11.38288857
10,39.76,0.3,-12,-2.4,2.772,0.219937,0.019952,0.004988,0.099761
10,39.76,0.3,-11,-2.2,2.772,0.219937,0.02437,0.006092,0.121849
10,39.76,0.3,-10,-2,2.772,0.219937,0.029765,0.007441,0.148826
10,39.76,0.3,-9,-1.8,2.772,0.219937,0.036355,0.009089,0.181777
10,39.76,0.3,-8,-1.6,2.772,0.219937,0.044405,0.011101,0.222023
10,39.76,0.3,-7,-1.4,2.772,0.219937,0.054236,0.013559,0.271179
10,39.76,0.3,-6,-1.2,2.772,0.219937,0.066244,0.016561,0.331219
10,39.76,0.3,-5,-1,2.772,0.219937,0.08091,0.020228,0.404552
10,39.76,0.3,-4,-0.8,2.772,0.219937,0.098824,0.024706,0.494121
10,39.76,0.3,-3,-0.6,2.772,0.219937,0.120704,0.030176,0.603521
10,39.76,0.3,-2,-0.4,2.772,0.219937,0.147428,0.036857,0.737142
10,39.76,0.3,-1,-0.2,2.772,0.219937,0.18007,0.045017,0.900348
10,39.76,0.3,0,0,2.772,0.219937,0.219937,0.054984,1.099687
10,39.76,0.3,1,0.2,2.772,0.219937,0.299952,0.074988,1.499759
10,39.76,0.3,2,0.4,2.772,0.219937,0.371759,0.09294,1.858795
10,39.76,0.3,3,0.6,2.772,0.219937,0.4362,0.10905,2.181002
10,39.76,0.3,4,0.8,2.772,0.219937,0.494032,0.123508,2.470159
10,39.76,0.3,5,1,2.772,0.219937,0.545931,0.136483,2.729656
10,39.76,0.3,6,1.2,2.772,0.219937,0.592507,0.148127,2.962535
10,39.76,0.3,7,1.4,2.772,0.219937,0.634305,0.158576,3.171527
10,39.76,0.3,8,1.6,2.772,0.219937,0.671816,0.167954,3.359082
10,39.76,0.3,9,1.8,2.772,0.219937,0.70548,0.17637,3.527398
10,39.76,0.3,10,2,2.772,0.219937,0.73569,0.183922,3.678449
10,39.76,0.3,11,2.2,2.772,0.219937,0.762801,0.1907,3.814007
10,39.76,0.3,12,2.4,2.772,0.219937,0.787132,0.196783,3.935659
10,39.76,0.3,13,2.6,2.772,0.219937,0.808967,0.202242,4.044834
10,39.76,0.3,14,2.8,2.772,0.219937,0.828562,0.20714,4.142809
10,39.76,0.3,15,3,2.772,0.219937,0.846147,0.211537,4.230735
10,39.76,0.3,16,3.2,2.772,0.219937,0.861928,0.215482,4.309642
10,39.76,0.3,17,3.4,2.772,0.219937,0.876091,0.219023,4.380455
10,39.76,0.3,18,3.6,2.772,0.219937,0.888801,0.2222,4.444005
10,39.76,0.3,19,3.8,2.772,0.219937,0.900207,0.225052,4.501035
10,39.76,0.3,20,4,2.772,0.219937,0.910443,0.227611,4.552216
10,39.76,0.3,21,4.2,2.772,0.219937,0.91963,0.229907,4.598148
10,39.76,0.3,22,4.4,2.772,0.219937,0.927873,0.231968,4.639367
10,39.76,0.3,23,4.6,2.772,0.219937,0.935272,0.233818,4.676359
10,39.76,0.3,24,4.8,2.772,0.219937,0.941911,0.235478,4.709556
10,39.76,0.3,25,5,2.772,0.219937,0.94787,0.236967,4.739348
10,39.76,0.3,26,5.2,2.772,0.219937,0.953217,0.238304,4.766085
10,39.76,0.3,27,5.4,2.772,0.219937,0.958016,0.239504,4.790078
10,39.76,0.3,28,5.6,2.772,0.219937,0.962322,0.240581,4.811611
10,39.76,0.3,29,5.8,2.772,0.219937,0.966187,0.241547,4.830935
10,39.76,0.3,30,6,2.772,0.219937,0.969655,0.242414,4.848277
10,39.76,0.3,31,6.2,2.772,0.219937,0.972768,0.243192,4.86384
10,39.76,0.3,32,6.4,2.772,0.219937,0.975561,0.24389,4.877806
10,39.76,0.3,33,6.6,2.772,0.219937,0.978068,0.244517,4.89034
10,39.76,0.3,34,6.8,2.772,0.219937,0.980318,0.245079,4.901588
10,39.76,0.3,35,7,2.772,0.219937,0.982337,0.245584,4.911683
10,39.76,0.3,36,7.2,2.772,0.219937,0.984148,0.246037,4.920742
10,39.76,0.3,37,7.4,2.772,0.219937,0.985774,0.246444,4.928872
10,39.76,0.3,38,7.6,2.772,0.219937,0.987234,0.246808,4.936168
10,39.76,0.3,39,7.8,2.772,0.219937,0.988543,0.247136,4.942715
10,39.76,0.3,40,8,2.772,0.219937,0.989718,0.24743,4.948591
10,39.76,0.3,41,8.2,2.772,0.219937,0.990773,0.247693,4.953865
10,39.76,0.3,42,8.4,2.772,0.219937,0.991719,0.24793,4.958597
10,39.76,0.3,43,8.6,2.772,0.219937,0.992569,0.248142,4.962844
10,39.76,0.3,44,8.8,2.772,0.219937,0.993331,0.248333,4.966655
10,39.76,0.3,45,9,2.772,0.219937,0.994015,0.248504,4.970075
10,39.76,0.3,46,9.2,2.772,0.219937,0.994629,0.248657,4.973145
10,39.76,0.3,47,9.4,2.772,0.219937,0.99518,0.248795,4.9759
10,39.76,0.3,48,9.6,2.772,0.219937,0.995674,0.248919,4.978372
10,39.76,0.3,49,9.8,2.772,0.219937,0.996118,0.24903,4.98059
10,39.76,0.3,50,10,2.772,0.219937,0.996516,0.249129,4.982581
10,39.76,0.3,51,10.2,2.772,0.219937,0.996874,0.249218,4.984368
10,39.76,0.3,52,10.4,2.772,0.219937,0.997194,0.249299,4.985971
10,39.76,0.3,53,10.6,2.772,0.219937,0.997482,0.249371,4.98741
